RecordID,CaseNumber,ReportDate,MonthLabel,MonthIndex,Quarter,FiscalYear,Weekday,Department,Program,ServiceType,Category,Status,Stage,Priority,RiskBand,Region,CouncilDistrict,Neighborhood,Owner,Team,Vendor,Channel,AssetType,AssetID,Description,Latitude,Longitude,Budget,ActualCost,Variance,ProgressPct,RiskScore,ResponseHours,TargetHours,DurationDays,SatisfactionScore,WithinSLA,Overdue,OpenFlag,IncidentCount,WorkOrderCount,Quantity,AssetAge,Severity,TargetPct
HOU-0058,SR-2026-00058,2026-04-02,2026-04 Apr,202604,Q2 2026,FY2026,Thursday,Parks & Recreation,Facility Repair,Corrective Maintenance,Parks & Recreation / Facility Repair,In Progress,Field Work,Medium,Low,West,G,Memorial,C. Garcia,Central Team,Metro Field Group,Sensor Alert,Recreation Facility,REC-10058,Medium facility repair case in Memorial,29.782548,-95.517033,24533.16,14718.58,-9814.58,52,21,43.6,48,18,3.3,Yes,Yes,1,1,1,9,14,3,90
HOU-0059,SR-2026-00059,2026-04-18,2026-04 Apr,202604,Q2 2026,FY2026,Saturday,Public Works,Traffic Signal Support,Inspection,Public Works / Traffic Signal Support,In Progress,Field Work,Medium,Low,North,B,Acres Homes,H. Lee,West Team,Gulf Infrastructure,Field Inspection,Traffic Signal,TRA-10059,Medium traffic signal support case in Acres Homes,29.854813,-95.444006,38788.44,22754.16,-16034.28,51,31,20.6,48,6,4.4,Yes,Yes,1,1,1,3,1,3,90
HOU-0060,SR-2026-00060,2026-04-26,2026-04 Apr,202604,Q2 2026,FY2026,Sunday,Transportation,Sidewalk Access,Capital Improvement,Transportation / Sidewalk Access,Complete,Closed,Medium,Low,North,B,IAH Area,E. Johnson,West Team,Lone Star Operations,311,Sidewalk,SID-10060,Medium sidewalk access case in IAH Area,29.984482,-95.335633,25599.27,21990.0,-3609.27,100,19,20.8,48,7,4.7,Yes,No,0,1,1,7,42,3,90
HOU-0061,SR-2026-00061,2026-05-09,2026-05 May,202605,Q2 2026,FY2026,Saturday,Houston Water,Water Leak Response,Emergency Repair,Houston Water / Water Leak Response,Complete,Closed,High,Moderate,Central,I,Downtown,G. Davis,North Team,Gulf Infrastructure,Field Inspection,Water Main,WAT-10061,High water leak response case in Downtown,29.76523,-95.368842,55843.61,63911.38,8067.77,100,56,9.3,12,19,4.6,Yes,No,0,1,1,12,32,4,90
HOU-0062,SR-2026-00062,2026-05-24,2026-05 May,202605,Q2 2026,FY2026,Sunday,Emergency Management,Public Alerts,Customer Service,Emergency Management / Public Alerts,In Progress,Field Work,Low,Low,Northwest,A,Spring Branch,C. Garcia,North Team,Metro Field Group,Operations Center,Alert Zone,ALE-10062,Low public alerts case in Spring Branch,29.78746,-95.513342,26010.29,13443.16,-12567.13,56,18,47.2,96,9,3.8,Yes,Yes,1,1,1,4,28,2,90
HOU-0063,SR-2026-00063,2026-06-23,2026-06 Jun,202606,Q2 2026,FY2026,Tuesday,Houston Water,Sewer Maintenance,Preventive Maintenance,Houston Water / Sewer Maintenance,Complete,Closed,Low,Low,West,G,Galleria,F. Brown,North Team,Bayou Services,Operations Center,Wastewater Line,WAS-10063,Low sewer maintenance case in Galleria,29.753737,-95.456593,33589.97,38524.06,4934.09,100,3,65.4,96,26,3.1,Yes,No,0,1,1,9,22,2,90
HOU-0064,SR-2025-00064,2025-01-13,2025-01 Jan,202501,Q1 2025,FY2025,Monday,Emergency Management,Incident Coordination,Emergency Response,Emergency Management / Incident Coordination,In Progress,Field Work,High,Moderate,Northeast,B,Kashmere Gardens,G. Davis,North Team,Bayou Services,Sensor Alert,Incident Site,INC-10064,High incident coordination case in Kashmere Gardens,29.790052,-95.324503,61557.93,28891.46,-32666.47,56,41,8.0,12,8,2.7,Yes,Yes,1,1,1,20,25,4,90
HOU-0065,SR-2025-00065,2025-02-01,2025-02 Feb,202502,Q1 2025,FY2025,Saturday,Parks & Recreation,Facility Repair,Corrective Maintenance,Parks & Recreation / Facility Repair,Assigned,Assignment,Critical,High,Northeast,E,Kingwood,E. Johnson,Rapid Response,Bayou Services,Operations Center,Recreation Facility,REC-10065,Critical facility repair case in Kingwood,30.037191,-95.193779,44363.14,8107.11,-36256.03,16,67,1.9,4,16,5,Yes,Yes,1,1,2,7,42,5,90
HOU-0066,SR-2025-00066,2025-02-15,2025-02 Feb,202502,Q1 2025,FY2025,Saturday,Emergency Management,Incident Coordination,Emergency Response,Emergency Management / Incident Coordination,Assigned,Assignment,Medium,High,Northeast,E,Kingwood,B. Smith,North Team,City Crew,311,Incident Site,INC-10066,Medium incident coordination case in Kingwood,30.052717,-95.180231,46483.14,4044.07,-42439.07,10,70,20.8,48,17,4.8,Yes,Yes,1,1,2,7,48,3,90
HOU-0067,SR-2025-00067,2025-03-03,2025-03 Mar,202503,Q1 2025,FY2025,Monday,Solid Waste,Collection Service,Customer Service,Solid Waste / Collection Service,In Progress,Field Work,Medium,Low,Southeast,E,Clear Lake,G. Davis,North Team,Lone Star Operations,Sensor Alert,Collection Route,COL-10067,Medium collection service case in Clear Lake,29.595355,-95.110724,13348.08,8221.41,-5126.67,55,12,51.0,48,15,2.7,No,Yes,1,1,1,4,10,3,90
HOU-0068,SR-2025-00068,2025-03-23,2025-03 Mar,202503,Q1 2025,FY2025,Sunday,Parks & Recreation,Tree Care,Inspection,Parks & Recreation / Tree Care,In Progress,Field Work,Medium,High,Northwest,A,Spring Branch,B. Smith,Central Team,Lone Star Operations,Field Inspection,Urban Tree,URB-10068,Medium tree care case in Spring Branch,29.80177,-95.506303,19682.89,8295.49,-11387.4,48,67,30.1,48,12,5.0,Yes,Yes,1,1,2,7,1,3,90
HOU-0069,SR-2025-00069,2025-04-08,2025-04 Apr,202504,Q2 2025,FY2025,Tuesday,Transportation,Signal Timing,Optimization,Transportation / Signal Timing,Complete,Closed,High,Low,Northeast,B,Kashmere Gardens,G. Davis,South Team,Bayou Services,311,Traffic Signal,TRA-10069,High signal timing case in Kashmere Gardens,29.791345,-95.300417,26305.58,29968.16,3662.58,97,29,13.2,12,11,3.1,No,No,0,1,1,6,35,4,90
HOU-0070,SR-2025-00070,2025-04-09,2025-04 Apr,202504,Q2 2025,FY2025,Wednesday,Parks & Recreation,Tree Care,Inspection,Parks & Recreation / Tree Care,Assigned,Assignment,Low,Moderate,Northwest,C,The Heights,D. Patel,South Team,City Crew,311,Urban Tree,URB-10070,Low tree care case in The Heights,29.786193,-95.393578,14179.58,3406.13,-10773.45,24,43,138.8,96,38,3.5,No,Yes,1,1,1,11,10,2,90
HOU-0071,SR-2025-00071,2025-05-14,2025-05 May,202505,Q2 2025,FY2025,Wednesday,Houston Water,Sewer Maintenance,Preventive Maintenance,Houston Water / Sewer Maintenance,New,Triage,Low,Moderate,West,G,Galleria,F. Brown,South Team,Gulf Infrastructure,Operations Center,Wastewater Line,WAS-10071,Low sewer maintenance case in Galleria,29.75237,-95.445034,19023.55,1658.36,-17365.19,0,37,70.7,96,27,4.7,Yes,Yes,1,1,1,9,27,2,90
HOU-0072,SR-2025-00072,2025-05-20,2025-05 May,202505,Q2 2025,FY2025,Tuesday,Houston Water,Lift Station Support,Inspection,Houston Water / Lift Station Support,Assigned,Assignment,Medium,Moderate,East,H,East End,I. Wilson,West Team,Gulf Infrastructure,Internal Audit,Lift Station,LIF-10072,Medium lift station support case in East End,29.739062,-95.351105,42442.5,4410.72,-38031.78,10,55,18.4,48,15,5,Yes,Yes,1,1,1,18,25,3,90
HOU-0073,SR-2025-00073,2025-06-01,2025-06 Jun,202506,Q2 2025,FY2025,Sunday,Solid Waste,Fleet Support,Preventive Maintenance,Solid Waste / Fleet Support,Complete,Closed,Medium,Moderate,Northeast,B,Kashmere Gardens,G. Davis,Central Team,Gulf Infrastructure,Field Inspection,Collection Vehicle,COL-10073,Medium fleet support case in Kashmere Gardens,29.809358,-95.33359,12317.17,12334.82,17.65,98,46,74.4,48,30,2.9,No,No,0,1,1,15,51,3,90
HOU-0074,SR-2025-00074,2025-06-28,2025-06 Jun,202506,Q2 2025,FY2025,Saturday,Parks & Recreation,Tree Care,Inspection,Parks & Recreation / Tree Care,In Progress,Field Work,Medium,Moderate,Northeast,E,Kingwood,C. Garcia,Rapid Response,Metro Field Group,Citizen App,Urban Tree,URB-10074,Medium tree care case in Kingwood,30.048678,-95.194263,17857.02,8570.69,-9286.33,56,57,75.6,48,32,2.5,No,Yes,1,1,1,6,26,3,90
HOU-0075,SR-2025-00075,2025-07-20,2025-07 Jul,202507,Q3 2025,FY2026,Sunday,Solid Waste,Fleet Support,Preventive Maintenance,Solid Waste / Fleet Support,In Progress,Field Work,High,Moderate,Central,I,Downtown,D. Patel,West Team,Bayou Services,Sensor Alert,Collection Vehicle,COL-10075,High fleet support case in Downtown,29.749651,-95.381964,20300.08,10910.05,-9390.03,48,50,12.4,12,12,3.2,No,Yes,1,1,1,15,33,4,90
HOU-0076,SR-2025-00076,2025-08-08,2025-08 Aug,202508,Q3 2025,FY2026,Friday,Houston Water,Lift Station Support,Inspection,Houston Water / Lift Station Support,Assigned,Assignment,High,High,North,B,Acres Homes,J. Martinez,Rapid Response,Lone Star Operations,Sensor Alert,Lift Station,LIF-10076,High lift station support case in Acres Homes,29.885565,-95.418198,48958.13,9394.68,-39563.45,17,62,11.0,12,14,4.2,Yes,Yes,1,1,2,12,34,4,90
HOU-0077,SR-2025-00077,2025-08-18,2025-08 Aug,202508,Q3 2025,FY2026,Monday,Public Works,Drainage Response,Emergency Response,Public Works / Drainage Response,QA Review,Quality Review,Low,Moderate,North,B,Acres Homes,G. Davis,South Team,City Crew,Field Inspection,Storm Drain,STO-10077,Low drainage response case in Acres Homes,29.860753,-95.41605,5662.34,3630.23,-2032.11,76,42,79.6,96,23,4.1,Yes,Yes,1,1,1,20,13,2,90
HOU-0078,SR-2025-00078,2025-08-30,2025-08 Aug,202508,Q3 2025,FY2026,Saturday,Public Works,Traffic Signal Support,Inspection,Public Works / Traffic Signal Support,Complete,Closed,Low,Low,Central,D,Midtown,C. Garcia,West Team,Metro Field Group,Internal Audit,Traffic Signal,TRA-10078,Low traffic signal support case in Midtown,29.725092,-95.370671,36790.73,38792.46,2001.73,97,19,228.1,96,38,2.1,No,No,0,1,1,18,6,2,90
HOU-0079,SR-2025-00079,2025-09-11,2025-09 Sep,202509,Q3 2025,FY2026,Thursday,Transportation,Sidewalk Access,Capital Improvement,Transportation / Sidewalk Access,Complete,Closed,High,Moderate,South,D,Sunnyside,B. Smith,West Team,Metro Field Group,Sensor Alert,Sidewalk,SID-10079,High sidewalk access case in Sunnyside,29.653587,-95.371243,35095.91,38608.04,3512.13,100,57,21.0,12,13,3.5,No,No,0,1,1,5,15,4,90
HOU-0080,SR-2025-00080,2025-10-19,2025-10 Oct,202510,Q4 2025,FY2026,Sunday,Parks & Recreation,Tree Care,Inspection,Parks & Recreation / Tree Care,New,Triage,Medium,Moderate,East,H,East End,D. Patel,Central Team,City Crew,Sensor Alert,Urban Tree,URB-10080,Medium tree care case in East End,29.727159,-95.328845,29838.82,3151.1,-26687.72,1,57,32.1,48,20,3.8,Yes,Yes,1,1,1,5,12,3,90
HOU-0081,SR-2025-00081,2025-10-26,2025-10 Oct,202510,Q4 2025,FY2026,Sunday,Transportation,Sidewalk Access,Capital Improvement,Transportation / Sidewalk Access,Complete,Closed,Critical,Extreme,Southeast,I,Hobby Area,C. Garcia,South Team,Lone Star Operations,Internal Audit,Sidewalk,SID-10081,Critical sidewalk access case in Hobby Area,29.636189,-95.279468,39543.96,41725.09,2181.13,100,100,4.0,4,6,5,Yes,No,0,1,3,9,8,5,90
HOU-0082,SR-2025-00082,2025-11-21,2025-11 Nov,202511,Q4 2025,FY2026,Friday,Public Works,Traffic Signal Support,Inspection,Public Works / Traffic Signal Support,Complete,Closed,High,Extreme,Southeast,D,Third Ward,C. Garcia,West Team,Gulf Infrastructure,Sensor Alert,Traffic Signal,TRA-10082,High traffic signal support case in Third Ward,29.728166,-95.347465,42097.51,41425.24,-672.27,95,83,10.0,12,25,4.0,Yes,No,0,1,2,6,23,4,90
HOU-0083,SR-2025-00083,2025-12-05,2025-12 Dec,202512,Q4 2025,FY2026,Friday,Emergency Management,Public Alerts,Customer Service,Emergency Management / Public Alerts,Complete,Closed,High,Extreme,Northeast,E,Kingwood,E. Johnson,West Team,Gulf Infrastructure,311,Alert Zone,ALE-10083,High public alerts case in Kingwood,30.049334,-95.182646,59640.41,54449.04,-5191.37,97,92,8.6,12,12,4.4,Yes,No,0,1,3,8,25,4,90
HOU-0084,SR-2025-00084,2025-12-10,2025-12 Dec,202512,Q4 2025,FY2026,Wednesday,Emergency Management,Flood Readiness,Inspection,Emergency Management / Flood Readiness,Complete,Closed,Low,Moderate,Northeast,B,Kashmere Gardens,J. Martinez,Rapid Response,City Crew,Operations Center,Flood Asset,FLO-10084,Low flood readiness case in Kashmere Gardens,29.80577,-95.319246,27327.35,25177.37,-2149.98,100,40,68.2,96,16,4.5,Yes,No,0,1,1,19,29,2,90
HOU-0085,SR-2026-00085,2026-01-05,2026-01 Jan,202601,Q1 2026,FY2026,Monday,Houston Water,Lift Station Support,Inspection,Houston Water / Lift Station Support,In Progress,Field Work,High,High,North,B,IAH Area,H. Lee,Central Team,Gulf Infrastructure,Citizen App,Lift Station,LIF-10085,High lift station support case in IAH Area,29.984789,-95.341689,20417.86,11678.59,-8739.27,49,76,12.9,12,15,2.8,No,Yes,1,1,2,22,36,4,90
HOU-0086,SR-2026-00086,2026-01-17,2026-01 Jan,202601,Q1 2026,FY2026,Saturday,Houston Water,Sewer Maintenance,Preventive Maintenance,Houston Water / Sewer Maintenance,In Progress,Field Work,Low,Low,West,F,Westchase,D. Patel,Central Team,Bayou Services,Sensor Alert,Wastewater Line,WAS-10086,Low sewer maintenance case in Westchase,29.735092,-95.569548,12377.2,6858.25,-5518.95,48,27,83.2,96,14,4.0,Yes,Yes,1,1,1,7,40,2,90
HOU-0087,SR-2026-00087,2026-02-01,2026-02 Feb,202602,Q1 2026,FY2026,Sunday,Emergency Management,Public Alerts,Customer Service,Emergency Management / Public Alerts,In Progress,Field Work,Medium,Low,West,G,Galleria,E. Johnson,South Team,Metro Field Group,Field Inspection,Alert Zone,ALE-10087,Medium public alerts case in Galleria,29.750633,-95.479363,21164.78,10041.89,-11122.89,48,27,31.1,48,13,2.5,Yes,Yes,1,1,1,5,9,3,90
HOU-0088,SR-2026-00088,2026-02-19,2026-02 Feb,202602,Q1 2026,FY2026,Thursday,Public Works,Drainage Response,Emergency Response,Public Works / Drainage Response,Complete,Closed,Low,Moderate,Central,I,Downtown,H. Lee,Rapid Response,Bayou Services,Internal Audit,Storm Drain,STO-10088,Low drainage response case in Downtown,29.748968,-95.372171,24733.17,27279.01,2545.84,100,35,42.1,96,11,4.6,Yes,No,0,1,1,7,20,2,90
HOU-0089,SR-2026-00089,2026-03-19,2026-03 Mar,202603,Q1 2026,FY2026,Thursday,Solid Waste,Fleet Support,Preventive Maintenance,Solid Waste / Fleet Support,Complete,Closed,Medium,High,West,F,Westchase,C. Garcia,Central Team,City Crew,Operations Center,Collection Vehicle,COL-10089,Medium fleet support case in Westchase,29.741709,-95.567513,27948.04,30282.45,2334.41,100,61,74.4,48,11,3.2,No,No,0,1,2,11,37,3,90
HOU-0090,SR-2026-00090,2026-03-15,2026-03 Mar,202603,Q1 2026,FY2026,Sunday,Houston Water,Lift Station Support,Inspection,Houston Water / Lift Station Support,QA Review,Quality Review,High,Moderate,Northwest,A,Spring Branch,A. Nguyen,Central Team,Lone Star Operations,311,Lift Station,LIF-10090,High lift station support case in Spring Branch,29.797218,-95.506398,73423.41,62165.24,-11258.17,85,42,10.2,12,13,4.3,Yes,Yes,1,1,1,2,31,4,90
HOU-0091,SR-2026-00091,2026-04-21,2026-04 Apr,202604,Q2 2026,FY2026,Tuesday,Transportation,Sidewalk Access,Capital Improvement,Transportation / Sidewalk Access,In Progress,Field Work,Medium,Moderate,Central,C,Montrose,C. Garcia,South Team,Bayou Services,Citizen App,Sidewalk,SID-10091,Medium sidewalk access case in Montrose,29.733332,-95.402571,12621.88,6119.67,-6502.21,53,46,38.9,48,28,4.0,Yes,Yes,1,1,1,21,37,3,90
HOU-0092,SR-2026-00092,2026-04-19,2026-04 Apr,202604,Q2 2026,FY2026,Sunday,Public Works,Traffic Signal Support,Inspection,Public Works / Traffic Signal Support,QA Review,Quality Review,Medium,Moderate,Northwest,C,The Heights,G. Davis,West Team,Metro Field Group,Citizen App,Traffic Signal,TRA-10092,Medium traffic signal support case in The Heights,29.784975,-95.378279,27313.14,25173.13,-2140.01,86,52,51.3,48,8,3.5,No,Yes,1,1,1,12,1,3,90
HOU-0093,SR-2026-00093,2026-05-14,2026-05 May,202605,Q2 2026,FY2026,Thursday,Public Works,Drainage Response,Emergency Response,Public Works / Drainage Response,On Hold,Field Work,Medium,Moderate,Central,C,Montrose,J. Martinez,Central Team,Gulf Infrastructure,Operations Center,Storm Drain,STO-10093,Medium drainage response case in Montrose,29.725295,-95.383501,28845.44,12066.53,-16778.91,42,46,94.1,48,31,3.9,No,Yes,1,1,1,4,34,3,90
HOU-0094,SR-2026-00094,2026-06-12,2026-06 Jun,202606,Q2 2026,FY2026,Friday,Houston Water,Water Leak Response,Emergency Repair,Houston Water / Water Leak Response,Complete,Closed,Medium,Low,Southeast,E,Clear Lake,G. Davis,South Team,Bayou Services,311,Water Main,WAT-10094,Medium water leak response case in Clear Lake,29.564517,-95.090247,42578.69,45853.77,3275.08,99,24,20.8,48,20,4.7,Yes,No,0,1,1,7,10,3,90
HOU-0095,SR-2026-00095,2026-06-08,2026-06 Jun,202606,Q2 2026,FY2026,Monday,Parks & Recreation,Facility Repair,Corrective Maintenance,Parks & Recreation / Facility Repair,In Progress,Field Work,Low,Low,Southeast,I,Hobby Area,J. Martinez,South Team,Gulf Infrastructure,Field Inspection,Recreation Facility,REC-10095,Low facility repair case in Hobby Area,29.638868,-95.269703,6922.62,3682.48,-3240.14,56,11,56.0,96,13,3.0,Yes,No,1,1,1,6,54,2,90
HOU-0096,SR-2025-00096,2025-01-02,2025-01 Jan,202501,Q1 2025,FY2025,Thursday,Transportation,Mobility Safety,Inspection,Transportation / Mobility Safety,Complete,Closed,Medium,Moderate,Southwest,J,Braeburn,C. Garcia,North Team,Bayou Services,Operations Center,Intersection,INT-10096,Medium mobility safety case in Braeburn,29.669731,-95.470159,53294.77,56036.37,2741.6,100,44,38.2,48,17,4.9,Yes,No,0,1,1,11,1,3,90
HOU-0097,SR-2025-00097,2025-01-28,2025-01 Jan,202501,Q1 2025,FY2025,Tuesday,Public Works,Street Repair,Corrective Maintenance,Public Works / Street Repair,In Progress,Field Work,High,High,North,H,Near Northside,J. Martinez,Rapid Response,Lone Star Operations,311,Street Segment,STR-10097,High street repair case in Near Northside,29.785417,-95.37656,6967.11,3476.01,-3491.1,54,72,14.0,12,20,3.7,No,Yes,1,1,2,9,8,4,90
HOU-0098,SR-2025-00098,2025-01-30,2025-01 Jan,202501,Q1 2025,FY2025,Thursday,Houston Water,Water Leak Response,Emergency Repair,Houston Water / Water Leak Response,In Progress,Field Work,Medium,Moderate,West,F,Westchase,G. Davis,South Team,Gulf Infrastructure,311,Water Main,WAT-10098,Medium water leak response case in Westchase,29.734481,-95.565548,16624.29,9777.36,-6846.93,55,36,39.9,48,27,4.8,Yes,Yes,1,1,1,10,9,3,90
HOU-0099,SR-2025-00099,2025-03-05,2025-03 Mar,202503,Q1 2025,FY2025,Wednesday,Public Works,Traffic Signal Support,Inspection,Public Works / Traffic Signal Support,QA Review,Quality Review,Medium,Moderate,Central,C,Montrose,E. Johnson,North Team,City Crew,Citizen App,Traffic Signal,TRA-10099,Medium traffic signal support case in Montrose,29.73688,-95.386435,20067.86,17786.97,-2280.89,84,53,21.2,48,5,4.1,Yes,Yes,1,1,1,22,38,3,90
HOU-0100,SR-2025-00100,2025-03-09,2025-03 Mar,202503,Q1 2025,FY2025,Sunday,Emergency Management,Flood Readiness,Inspection,Emergency Management / Flood Readiness,Complete,Closed,Medium,High,West,G,Galleria,B. Smith,North Team,Lone Star Operations,Sensor Alert,Flood Asset,FLO-10100,Medium flood readiness case in Galleria,29.747749,-95.458305,7370.24,5842.64,-1527.6,94,74,86.6,48,21,3.4,No,No,0,1,2,7,17,3,90
HOU-0101,SR-2025-00101,2025-04-13,2025-04 Apr,202504,Q2 2025,FY2025,Sunday,Transportation,Sidewalk Access,Capital Improvement,Transportation / Sidewalk Access,On Hold,Field Work,Low,Low,Northwest,C,The Heights,G. Davis,South Team,Gulf Infrastructure,Field Inspection,Sidewalk,SID-10101,Low sidewalk access case in The Heights,29.786845,-95.396568,23851.22,12303.2,-11548.02,46,22,56.1,96,27,4.7,Yes,Yes,1,1,1,61,39,2,90
HOU-0102,SR-2025-00102,2025-04-10,2025-04 Apr,202504,Q2 2025,FY2025,Thursday,Transportation,Signal Timing,Optimization,Transportation / Signal Timing,Complete,Closed,Critical,Extreme,North,B,IAH Area,A. Nguyen,Central Team,Lone Star Operations,Internal Audit,Traffic Signal,TRA-10102,Critical signal timing case in IAH Area,29.983236,-95.322202,59349.46,66258.64,6909.18,100,93,5.8,4,18,2.2,No,No,0,1,3,32,31,5,90
HOU-0103,SR-2025-00103,2025-04-25,2025-04 Apr,202504,Q2 2025,FY2025,Friday,Emergency Management,Flood Readiness,Inspection,Emergency Management / Flood Readiness,QA Review,Quality Review,Low,Moderate,North,B,IAH Area,B. Smith,North Team,Bayou Services,311,Flood Asset,FLO-10103,Low flood readiness case in IAH Area,29.981209,-95.341687,7276.65,6486.23,-790.42,82,35,114.0,96,37,2.3,No,Yes,1,1,1,10,27,2,90
HOU-0104,SR-2025-00104,2025-05-23,2025-05 May,202505,Q2 2025,FY2025,Friday,Solid Waste,Illegal Dumping,Enforcement,Solid Waste / Illegal Dumping,Assigned,Assignment,Medium,Extreme,West,F,Westchase,C. Garcia,South Team,Metro Field Group,Field Inspection,Dumping Site,DUM-10104,Medium illegal dumping case in Westchase,29.729685,-95.569981,9311.95,2289.16,-7022.79,21,100,32.0,48,10,3.9,Yes,Yes,1,1,3,21,14,3,90
HOU-0105,SR-2025-00105,2025-06-18,2025-06 Jun,202506,Q2 2025,FY2025,Wednesday,Public Works,Street Repair,Corrective Maintenance,Public Works / Street Repair,New,Triage,Low,Moderate,Southeast,D,Third Ward,E. Johnson,Central Team,Metro Field Group,Operations Center,Street Segment,STR-10105,Low street repair case in Third Ward,29.720871,-95.357037,24077.9,2103.45,-21974.45,1,35,29.6,96,14,3.9,Yes,Yes,1,1,1,14,28,2,90
HOU-0106,SR-2025-00106,2025-06-15,2025-06 Jun,202506,Q2 2025,FY2025,Sunday,Public Works,Traffic Signal Support,Inspection,Public Works / Traffic Signal Support,Complete,Closed,Medium,Moderate,South,D,Sunnyside,E. Johnson,Rapid Response,Gulf Infrastructure,311,Traffic Signal,TRA-10106,Medium traffic signal support case in Sunnyside,29.669984,-95.363852,47838.03,46612.98,-1225.05,93,49,15.0,48,24,4.3,Yes,No,0,1,1,4,49,3,90
HOU-0107,SR-2025-00107,2025-07-18,2025-07 Jul,202507,Q3 2025,FY2026,Friday,Public Works,Drainage Response,Emergency Response,Public Works / Drainage Response,Assigned,Assignment,Medium,Moderate,Northwest,C,The Heights,C. Garcia,West Team,Lone Star Operations,Internal Audit,Storm Drain,STO-10107,Medium drainage response case in The Heights,29.791812,-95.419565,48647.64,13342.74,-35304.9,26,56,87.2,48,24,1.7,No,Yes,1,1,1,14,38,3,90
HOU-0108,SR-2025-00108,2025-07-28,2025-07 Jul,202507,Q3 2025,FY2026,Monday,Parks & Recreation,Tree Care,Inspection,Parks & Recreation / Tree Care,In Progress,Field Work,Low,Low,Northeast,B,Kashmere Gardens,A. Nguyen,North Team,Bayou Services,Field Inspection,Urban Tree,URB-10108,Low tree care case in Kashmere Gardens,29.788575,-95.329799,10121.43,5673.59,-4447.84,57,29,170.6,96,39,3.0,No,Yes,1,1,1,6,22,2,90
HOU-0109,SR-2025-00109,2025-08-05,2025-08 Aug,202508,Q3 2025,FY2026,Tuesday,Houston Water,Sewer Maintenance,Preventive Maintenance,Houston Water / Sewer Maintenance,In Progress,Field Work,Medium,Moderate,Southwest,F,Alief,F. Brown,Rapid Response,Lone Star Operations,Internal Audit,Wastewater Line,WAS-10109,Medium sewer maintenance case in Alief,29.68982,-95.609243,22500.77,14536.16,-7964.61,62,41,55.3,48,11,2.9,No,Yes,1,1,1,10,24,3,90
HOU-0110,SR-2025-00110,2025-08-23,2025-08 Aug,202508,Q3 2025,FY2026,Saturday,Parks & Recreation,Park Maintenance,Preventive Maintenance,Parks & Recreation / Park Maintenance,Complete,Closed,Low,Moderate,Central,D,Midtown,E. Johnson,Rapid Response,Gulf Infrastructure,Citizen App,Park Facility,PAR-10110,Low park maintenance case in Midtown,29.726469,-95.380666,16080.9,17727.41,1646.51,100,35,38.8,96,27,4.0,Yes,No,0,1,1,4,48,2,90
HOU-0111,SR-2025-00111,2025-09-07,2025-09 Sep,202509,Q3 2025,FY2026,Sunday,Houston Water,Lift Station Support,Inspection,Houston Water / Lift Station Support,In Progress,Field Work,Low,Moderate,Southeast,E,Clear Lake,F. Brown,West Team,Metro Field Group,Operations Center,Lift Station,LIF-10111,Low lift station support case in Clear Lake,29.594344,-95.091336,32942.32,15264.85,-17677.47,48,47,72.9,96,27,3.9,Yes,Yes,1,1,1,3,18,2,90
HOU-0112,SR-2025-00112,2025-09-27,2025-09 Sep,202509,Q3 2025,FY2026,Saturday,Parks & Recreation,Facility Repair,Corrective Maintenance,Parks & Recreation / Facility Repair,In Progress,Field Work,Medium,Moderate,West,G,Memorial,E. Johnson,Rapid Response,Metro Field Group,Internal Audit,Recreation Facility,REC-10112,Medium facility repair case in Memorial,29.759414,-95.494756,31639.88,16541.2,-15098.68,60,49,58.3,48,26,3.5,No,Yes,1,1,1,13,15,3,90
HOU-0113,SR-2025-00113,2025-10-30,2025-10 Oct,202510,Q4 2025,FY2026,Thursday,Solid Waste,Collection Service,Customer Service,Solid Waste / Collection Service,Complete,Closed,Medium,Low,North,H,Near Northside,G. Davis,Central Team,Lone Star Operations,Field Inspection,Collection Route,COL-10113,Medium collection service case in Near Northside,29.802652,-95.338626,5019.78,4701.34,-318.44,94,7,32.3,48,5,4.5,Yes,No,0,1,1,8,24,3,90
HOU-0114,SR-2025-00114,2025-10-29,2025-10 Oct,202510,Q4 2025,FY2026,Wednesday,Solid Waste,Illegal Dumping,Enforcement,Solid Waste / Illegal Dumping,Assigned,Assignment,High,High,Southeast,I,Hobby Area,H. Lee,South Team,Lone Star Operations,Sensor Alert,Dumping Site,DUM-10114,High illegal dumping case in Hobby Area,29.633815,-95.262089,4628.84,655.15,-3973.69,15,62,18.1,12,12,3.6,No,Yes,1,1,2,21,21,4,90
HOU-0115,SR-2025-00115,2025-11-18,2025-11 Nov,202511,Q4 2025,FY2026,Tuesday,Transportation,Sidewalk Access,Capital Improvement,Transportation / Sidewalk Access,In Progress,Field Work,Low,Low,West,G,Galleria,H. Lee,Central Team,Bayou Services,Sensor Alert,Sidewalk,SID-10115,Low sidewalk access case in Galleria,29.722169,-95.469017,35409.7,17184.58,-18225.12,53,9,91.6,96,29,3.8,Yes,Yes,1,1,1,23,15,2,90
HOU-0116,SR-2025-00116,2025-12-17,2025-12 Dec,202512,Q4 2025,FY2026,Wednesday,Emergency Management,Public Alerts,Customer Service,Emergency Management / Public Alerts,In Progress,Field Work,Medium,Moderate,Northeast,E,Kingwood,C. Garcia,West Team,City Crew,Sensor Alert,Alert Zone,ALE-10116,Medium public alerts case in Kingwood,30.065283,-95.195425,46588.73,30734.22,-15854.51,56,46,39.7,48,14,3.9,Yes,Yes,1,1,1,2,15,3,90
