record_id,initiative,category,region,department,owner,status,priority,start_date,due_date,year,quarter,month,budget_usd,actual_usd,progress_pct,risk_score,latitude,longitude
REC-0364,Contract Renewal 419,Supply Chain,Central,Procurement,Riley Patel,In Progress,Medium,2026-09-05,2027-04-11,2027,Q2,Apr,2984464,2758209,64,48,39.91737,-104.885541
REC-0365,Asset Lifecycle Review 127,Workforce,East,Facilities,Sam Rivera,In Progress,Critical,2025-01-09,2025-04-19,2025,Q2,Apr,1996700,1983794,50,84,40.701837,-74.469564
REC-0366,Procurement Cycle Reduction 772,Operations,North,Operations,Priya Shah,On Hold,Low,2025-04-05,2025-09-20,2025,Q3,Sep,2889449,2367245,30,68,29.210426,-95.683996
REC-0367,Vendor Performance 609,Customer,West,Customer Success,Jordan Smith,In Progress,Low,2025-06-29,2025-12-06,2025,Q4,Dec,71169,34274,51,49,41.236254,-73.972023
REC-0368,Training Rollout 532,Finance,West,Operations,Nina Torres,On Hold,Medium,2026-08-28,2026-10-29,2026,Q4,Oct,1545314,702638,19,80,29.436411,-94.937759
REC-0369,Training Rollout 910,Infrastructure,West,Facilities,Casey Nguyen,In Progress,Low,2025-07-03,2025-10-20,2025,Q4,Oct,2276925,2204931,51,50,29.674634,-94.832565
REC-0370,Data Quality Program 933,Workforce,South,Customer Success,Morgan Lee,In Progress,Medium,2025-12-30,2026-06-08,2026,Q2,Jun,2706675,2215429,66,44,47.449971,-122.31312
REC-0371,Revenue Leakage Review 210,Digital,East,Procurement,Alex Chen,Completed,Medium,2025-02-01,2025-02-26,2025,Q1,Feb,285436,189340,96,27,41.235119,-74.307536
REC-0372,Mobile Workflow 571,Compliance,East,IT,Taylor Brooks,In Progress,Medium,2026-12-04,2027-05-23,2027,Q2,May,550056,337766,50,60,33.845243,-83.851095
REC-0373,Data Quality Program 648,Operations,East,Finance,Jordan Smith,Completed,Medium,2026-07-04,2027-03-12,2027,Q1,Mar,1656977,818505,90,6,29.964266,-94.995097
REC-0374,Asset Lifecycle Review 186,Supply Chain,North,Finance,Jamie Kim,In Progress,Medium,2026-04-09,2026-07-28,2026,Q3,Jul,1239698,965612,54,45,34.167418,-118.53654
REC-0375,Facility Modernization 457,Digital,South,Finance,Alex Chen,Completed,High,2026-02-12,2026-09-08,2026,Q3,Sep,2733095,2197509,94,20,40.973123,-73.673607
REC-0376,Facility Modernization 500,Workforce,West,HR,Alex Chen,In Progress,Critical,2025-05-09,2025-08-22,2025,Q3,Aug,3448452,3042330,58,100,30.222531,-95.253371
REC-0377,Vendor Performance 577,Workforce,West,Analytics,Casey Nguyen,In Progress,Medium,2026-10-23,2027-04-24,2027,Q2,Apr,438726,445347,22,29,39.391493,-104.948671
REC-0378,Vendor Performance 952,Customer,Central,Finance,Riley Patel,In Progress,Critical,2025-06-11,2025-10-26,2025,Q4,Oct,371202,271618,26,94,39.752501,-105.46581
REC-0379,Data Quality Program 838,Compliance,Central,Facilities,Avery Johnson,In Progress,Medium,2026-04-14,2026-05-27,2026,Q2,May,1051261,613168,37,57,47.906156,-122.624526
REC-0380,Customer Portal Upgrade 527,Customer,West,Operations,Morgan Lee,On Hold,Medium,2026-05-05,2026-07-28,2026,Q3,Jul,1041755,479816,74,62,29.257478,-95.708602
REC-0381,Data Quality Program 889,Infrastructure,East,Legal,Nina Torres,Completed,Medium,2025-08-24,2025-11-01,2025,Q4,Nov,1448144,816208,95,15,47.086757,-122.304473
REC-0382,Contract Renewal 363,Operations,West,Operations,Jordan Smith,Not Started,Low,2025-04-09,2025-09-24,2025,Q3,Sep,331510,297630,1,44,33.934734,-84.527754
REC-0383,Procurement Cycle Reduction 871,Workforce,West,IT,Priya Shah,Completed,Low,2025-07-16,2025-10-12,2025,Q4,Oct,3176045,2789874,99,15,25.492413,-80.115155
REC-0384,Executive Reporting 595,Workforce,South,Legal,Jordan Smith,Completed,High,2026-04-23,2026-06-25,2026,Q2,Jun,1903802,1685900,95,22,40.827145,-74.505546
REC-0385,Executive Reporting 395,Infrastructure,North,Procurement,Avery Johnson,On Hold,Low,2026-06-21,2026-11-16,2026,Q4,Nov,1754528,1344872,67,58,34.123607,-84.595583
REC-0386,Service Response Improvement 554,Customer,West,IT,Avery Johnson,Pending Review,High,2025-06-03,2025-08-19,2025,Q3,Aug,120087,141911,75,69,48.121464,-122.252975
REC-0387,Compliance Readiness 862,Compliance,North,Procurement,Jamie Kim,In Progress,Low,2025-08-14,2025-11-04,2025,Q4,Nov,181595,85809,54,43,34.193405,-84.31397
REC-0388,Training Rollout 840,Compliance,North,IT,Morgan Lee,In Progress,Low,2026-01-12,2026-08-16,2026,Q3,Aug,2032973,1692780,72,35,33.910075,-83.840374
REC-0389,Invoice Automation 282,Supply Chain,South,IT,Casey Nguyen,Completed,High,2026-05-26,2026-10-29,2026,Q4,Oct,1378273,1354082,92,43,25.528784,-79.806117
REC-0390,Mobile Workflow 983,Digital,North,IT,Taylor Brooks,Completed,Medium,2025-12-11,2026-09-06,2026,Q3,Sep,2152754,2082523,97,16,29.849127,-95.478897
REC-0391,Mobile Workflow 914,Operations,East,Finance,Avery Johnson,On Hold,Medium,2026-04-28,2026-09-24,2026,Q3,Sep,2257543,1956131,61,62,42.190364,-87.54413
REC-0392,Customer Portal Upgrade 267,Workforce,Central,HR,Jamie Kim,In Progress,Medium,2026-02-23,2026-04-12,2026,Q2,Apr,1728236,1098010,26,52,33.734358,-83.98028
REC-0393,Service Response Improvement 881,Digital,West,Operations,Sam Rivera,Completed,Low,2026-08-01,2026-11-26,2026,Q4,Nov,728494,393537,96,5,42.009299,-87.541654
REC-0394,Data Quality Program 238,Customer,Central,HR,Owen Davis,Not Started,Low,2025-08-01,2026-04-09,2026,Q2,Apr,1013952,874209,9,33,39.547247,-104.746396
REC-0395,Compliance Readiness 237,Digital,West,IT,Taylor Brooks,In Progress,Low,2025-01-09,2025-07-02,2025,Q3,Jul,2620486,1784554,62,59,29.553098,-95.812548
REC-0396,Inventory Accuracy 862,Workforce,West,Facilities,Jordan Smith,In Progress,High,2025-07-04,2026-03-17,2026,Q1,Mar,795465,753768,48,63,41.686076,-87.556411
REC-0397,Vendor Performance 110,Operations,West,Finance,Jordan Smith,Completed,Medium,2025-06-26,2025-12-19,2025,Q4,Dec,2072691,1918964,99,16,33.653094,-84.517509
REC-0398,Data Quality Program 919,Operations,East,Finance,Owen Davis,Completed,Medium,2025-09-07,2026-03-16,2026,Q1,Mar,1163962,795604,99,29,34.063887,-118.482818
REC-0399,SLA Recovery Plan 948,Operations,Central,Procurement,Priya Shah,Completed,Medium,2026-09-28,2027-01-23,2027,Q1,Jan,2644471,2068415,95,20,48.122591,-122.4548
REC-0400,SLA Recovery Plan 193,Operations,Central,Operations,Owen Davis,In Progress,Medium,2026-02-19,2026-10-13,2026,Q4,Oct,1139131,576837,38,58,39.720215,-105.281402
REC-0401,Mobile Workflow 476,Supply Chain,North,Customer Success,Jamie Kim,In Progress,Medium,2025-10-14,2026-01-31,2026,Q1,Jan,1007192,941304,74,52,30.088599,-95.843979
REC-0402,Process Standardization 489,Infrastructure,East,Operations,Sam Rivera,At Risk,High,2026-12-03,2027-05-12,2027,Q2,May,2747559,3258950,77,70,34.14108,-84.261487
REC-0403,Operational Cost Reduction 485,Operations,East,Operations,Avery Johnson,In Progress,Medium,2025-05-06,2025-06-03,2025,Q2,Jun,235537,122489,56,57,42.342125,-87.306802
REC-0404,Workforce Planning 494,Digital,East,Operations,Riley Patel,In Progress,Critical,2026-04-01,2026-07-10,2026,Q3,Jul,2014624,1248139,23,59,29.284732,-94.959183
REC-0405,Executive Reporting 766,Customer,East,HR,Nina Torres,In Progress,High,2025-09-06,2026-02-16,2026,Q1,Feb,2071630,1287013,70,71,41.432913,-87.269704
REC-0406,Facility Modernization 906,Digital,West,Legal,Taylor Brooks,In Progress,Medium,2026-12-19,2027-09-06,2027,Q3,Sep,3144223,2757479,43,47,42.244075,-87.220128
REC-0407,Executive Reporting 666,Finance,North,Analytics,Casey Nguyen,Completed,Medium,2025-09-29,2026-04-13,2026,Q2,Apr,72650,51909,91,22,29.402193,-95.423577
REC-0408,Vendor Performance 734,Digital,East,Analytics,Taylor Brooks,In Progress,High,2025-04-17,2025-08-03,2025,Q3,Aug,2524322,2636781,80,64,33.426416,-84.522081
REC-0409,Asset Lifecycle Review 932,Infrastructure,East,HR,Sam Rivera,In Progress,Medium,2026-09-08,2027-02-27,2027,Q1,Feb,1065393,810201,58,62,25.365393,-80.460723
REC-0410,Operational Cost Reduction 186,Customer,East,Analytics,Jordan Smith,Completed,Medium,2025-05-25,2026-01-06,2026,Q1,Jan,1756866,1585820,95,19,47.778567,-122.50121
REC-0411,Contract Renewal 337,Supply Chain,South,IT,Riley Patel,In Progress,Low,2025-04-10,2025-06-03,2025,Q2,Jun,1350970,695023,69,47,39.333617,-105.120528
REC-0412,SLA Recovery Plan 566,Infrastructure,West,Customer Success,Morgan Lee,In Progress,High,2025-10-31,2026-04-17,2026,Q2,Apr,3253686,2704144,56,51,34.19015,-84.482237
REC-0413,Workforce Planning 119,Finance,Central,IT,Morgan Lee,At Risk,Low,2025-10-06,2026-05-22,2026,Q2,May,186034,114921,53,83,34.249906,-83.933352
REC-0414,Vendor Performance 223,Compliance,South,Finance,Alex Chen,Pending Review,Medium,2026-08-02,2027-05-02,2027,Q2,May,529478,368837,90,26,42.27695,-87.401447
REC-0415,Revenue Leakage Review 884,Operations,Central,Operations,Riley Patel,Completed,Low,2026-07-19,2026-09-30,2026,Q3,Sep,2264854,1681350,91,29,25.806593,-80.237412
REC-0416,Invoice Automation 883,Workforce,South,Finance,Riley Patel,On Hold,Medium,2025-09-18,2026-01-02,2026,Q1,Jan,456779,396636,75,91,41.11466,-73.605853
REC-0417,Executive Reporting 741,Workforce,North,Legal,Priya Shah,Completed,Critical,2025-01-16,2025-08-21,2025,Q3,Aug,2774199,2119181,90,60,42.176851,-87.981184
REC-0418,Revenue Leakage Review 276,Operations,North,HR,Priya Shah,In Progress,Medium,2026-01-12,2026-10-02,2026,Q4,Oct,655968,533894,36,49,47.605993,-122.832831
REC-0419,Training Rollout 208,Operations,West,IT,Alex Chen,On Hold,Medium,2025-07-12,2025-10-13,2025,Q4,Oct,3043109,1872214,59,85,25.257393,-80.718936
REC-0420,SLA Recovery Plan 897,Digital,South,Operations,Morgan Lee,In Progress,Medium,2026-01-12,2026-03-26,2026,Q1,Mar,1063616,784934,73,73,34.509102,-118.582661
REC-0421,Revenue Leakage Review 865,Customer,South,HR,Taylor Brooks,Not Started,Low,2025-09-21,2026-02-16,2026,Q1,Feb,593916,543223,12,22,47.593192,-122.503507
REC-0422,Revenue Leakage Review 824,Finance,West,Operations,Alex Chen,In Progress,Low,2026-08-06,2027-01-18,2027,Q1,Jan,1481079,1374688,58,24,47.068211,-122.480843
REC-0423,Workforce Planning 378,Operations,East,IT,Owen Davis,Not Started,Low,2026-07-01,2026-09-14,2026,Q3,Sep,1034355,1012061,9,19,42.036919,-87.743124
REC-0424,Compliance Readiness 111,Supply Chain,North,Analytics,Casey Nguyen,Completed,High,2026-04-10,2026-06-27,2026,Q2,Jun,3424144,2273613,100,22,42.131946,-88.026604
REC-0425,Facility Modernization 892,Operations,North,Facilities,Owen Davis,At Risk,Low,2026-11-30,2027-03-23,2027,Q1,Mar,1103106,988102,70,78,41.60971,-87.446668
REC-0426,Data Quality Program 936,Customer,West,Customer Success,Taylor Brooks,In Progress,High,2026-06-08,2026-10-14,2026,Q4,Oct,542563,493968,25,53,39.585569,-104.990367
REC-0427,Training Rollout 975,Customer,West,Facilities,Alex Chen,In Progress,Medium,2026-09-26,2027-01-24,2027,Q1,Jan,238080,139687,26,24,47.605095,-122.460503
REC-0428,Training Rollout 126,Operations,North,Legal,Nina Torres,In Progress,High,2025-07-10,2025-08-31,2025,Q3,Aug,1363319,907418,42,63,29.941783,-95.118229
REC-0429,Invoice Automation 304,Digital,West,IT,Taylor Brooks,Not Started,Critical,2026-08-16,2026-11-10,2026,Q4,Nov,3140833,2743846,3,64,47.383105,-122.45829
REC-0430,Inventory Accuracy 809,Digital,Central,HR,Jordan Smith,In Progress,High,2025-11-18,2026-05-12,2026,Q2,May,3425634,3432908,77,55,33.886758,-84.59724
REC-0431,Facility Modernization 452,Finance,East,Operations,Casey Nguyen,Completed,High,2025-06-27,2025-11-03,2025,Q4,Nov,1328013,667782,97,22,34.59808,-117.739246
REC-0432,Facility Modernization 437,Compliance,East,Finance,Casey Nguyen,In Progress,High,2025-09-24,2026-05-22,2026,Q2,May,1751130,1953209,74,57,33.518917,-118.787802
REC-0433,Procurement Cycle Reduction 267,Operations,South,Operations,Jordan Smith,In Progress,Low,2025-01-28,2025-05-28,2025,Q2,May,252558,258294,72,42,33.736602,-118.12206
REC-0434,Mobile Workflow 717,Supply Chain,South,Facilities,Riley Patel,In Progress,Medium,2026-10-17,2027-01-26,2027,Q1,Jan,1733802,1616320,22,45,33.626656,-84.854296
REC-0435,Revenue Leakage Review 661,Operations,Central,Operations,Alex Chen,Pending Review,Medium,2025-02-08,2025-05-08,2025,Q2,May,1898146,1662623,91,45,42.204658,-87.944577
REC-0436,Operational Cost Reduction 968,Operations,Central,Analytics,Avery Johnson,Completed,Medium,2025-08-20,2026-01-28,2026,Q1,Jan,2405940,1841242,92,17,40.771019,-74.523704
REC-0437,Executive Reporting 159,Operations,North,Operations,Riley Patel,Completed,High,2025-01-20,2025-03-20,2025,Q1,Mar,351002,379534,96,20,33.605604,-84.796628
REC-0438,Inventory Accuracy 460,Workforce,Central,HR,Alex Chen,Completed,High,2025-05-08,2025-11-29,2025,Q4,Nov,2269050,2110198,93,25,47.829054,-122.468389
REC-0439,Invoice Automation 850,Digital,South,Facilities,Avery Johnson,Pending Review,High,2025-05-28,2026-01-11,2026,Q1,Jan,813845,854358,66,61,41.828712,-87.09235
REC-0440,Vendor Performance 441,Supply Chain,Central,IT,Jamie Kim,In Progress,Medium,2025-05-13,2025-07-23,2025,Q3,Jul,877794,604465,81,51,41.775112,-87.379642
REC-0441,SLA Recovery Plan 871,Operations,North,IT,Riley Patel,Completed,Medium,2026-04-27,2026-11-10,2026,Q4,Nov,1967340,933135,97,32,47.67977,-122.779551
REC-0442,Operational Cost Reduction 727,Operations,South,Operations,Sam Rivera,At Risk,Medium,2025-06-20,2025-08-16,2025,Q3,Aug,1134339,1081285,59,100,29.698119,-95.905273
REC-0443,Data Quality Program 988,Workforce,Central,Operations,Morgan Lee,In Progress,High,2026-11-18,2027-07-21,2027,Q3,Jul,2019961,1824714,43,66,25.525533,-79.678744
REC-0444,Service Response Improvement 780,Digital,West,Operations,Alex Chen,In Progress,Low,2025-10-11,2026-03-20,2026,Q1,Mar,939709,462907,81,69,40.279676,-104.877115
REC-0445,Customer Portal Upgrade 220,Finance,North,Facilities,Owen Davis,Completed,Low,2025-05-14,2025-06-19,2025,Q2,Jun,1535827,840040,92,22,33.483616,-84.571793
REC-0446,Workforce Planning 467,Operations,South,Procurement,Jordan Smith,Completed,Medium,2026-05-12,2026-10-01,2026,Q4,Oct,3128977,2161832,91,32,39.521179,-104.541702
REC-0447,Invoice Automation 146,Digital,West,Operations,Taylor Brooks,In Progress,Low,2026-07-24,2026-11-08,2026,Q4,Nov,2901172,2885581,46,37,30.214914,-95.813343
REC-0448,Procurement Cycle Reduction 225,Compliance,East,HR,Nina Torres,At Risk,High,2025-08-04,2025-11-29,2025,Q4,Nov,2302889,1586050,57,100,25.680351,-80.313991
REC-0449,Service Response Improvement 640,Finance,Central,Analytics,Jordan Smith,In Progress,Low,2026-06-10,2026-07-26,2026,Q3,Jul,3018861,1984495,36,54,47.461859,-122.73493
REC-0450,Facility Modernization 683,Digital,East,Operations,Jamie Kim,Completed,Medium,2026-04-24,2026-08-23,2026,Q3,Aug,2179691,1205977,90,32,41.651187,-88.166384
REC-0451,Process Standardization 770,Compliance,South,IT,Alex Chen,Completed,Low,2026-07-13,2027-04-03,2027,Q2,Apr,2787025,2173212,93,8,29.285747,-95.912325
REC-0452,Revenue Leakage Review 169,Workforce,South,Operations,Casey Nguyen,At Risk,High,2025-10-22,2026-05-29,2026,Q2,May,703447,832977,16,100,42.002622,-87.391945
REC-0453,Compliance Readiness 177,Infrastructure,Central,Legal,Taylor Brooks,At Risk,Medium,2025-08-14,2026-02-23,2026,Q1,Feb,1413101,1427260,57,81,29.489021,-95.64907
REC-0454,Inventory Accuracy 176,Operations,West,Customer Success,Jordan Smith,Completed,High,2026-01-06,2026-08-23,2026,Q3,Aug,336152,200955,95,31,47.613788,-121.996069
REC-0455,Risk Control Review 389,Operations,North,IT,Sam Rivera,Completed,Medium,2025-03-02,2025-11-04,2025,Q4,Nov,1404072,946997,97,15,47.404174,-122.637526
REC-0456,Invoice Automation 728,Finance,Central,Procurement,Sam Rivera,Pending Review,Medium,2026-04-25,2026-08-25,2026,Q3,Aug,858684,708444,72,36,33.351722,-84.751991
REC-0457,Data Quality Program 433,Operations,West,Procurement,Taylor Brooks,At Risk,Medium,2026-03-13,2026-12-10,2026,Q4,Dec,245979,273285,39,85,33.255852,-84.897997
REC-0458,SLA Recovery Plan 332,Customer,East,IT,Priya Shah,In Progress,High,2026-08-29,2027-02-23,2027,Q1,Feb,971356,752309,53,44,41.206143,-73.529127
REC-0459,Data Quality Program 616,Workforce,West,Analytics,Jordan Smith,At Risk,Critical,2025-08-18,2025-11-25,2025,Q4,Nov,168144,140879,33,96,41.36493,-87.571157
REC-0460,Revenue Leakage Review 453,Supply Chain,West,IT,Riley Patel,Completed,High,2025-05-01,2025-06-03,2025,Q2,Jun,3086071,3276083,95,27,30.226494,-95.520222
REC-0461,SLA Recovery Plan 560,Customer,North,Analytics,Priya Shah,Completed,High,2025-07-24,2025-11-01,2025,Q4,Nov,837812,674094,92,36,41.874189,-87.366266
REC-0462,Mobile Workflow 166,Finance,North,Customer Success,Avery Johnson,Pending Review,Medium,2025-03-07,2025-08-10,2025,Q3,Aug,2958245,2159832,86,48,41.467108,-87.684351
REC-0463,Training Rollout 961,Digital,East,Finance,Owen Davis,Completed,High,2025-12-11,2026-06-02,2026,Q2,Jun,1416446,1221213,90,21,25.537808,-80.307906
REC-0464,Risk Control Review 256,Customer,Central,IT,Riley Patel,In Progress,Medium,2026-04-19,2026-10-05,2026,Q4,Oct,1962939,1407605,56,42,25.228197,-80.667902
REC-0465,Training Rollout 828,Compliance,South,Procurement,Alex Chen,In Progress,High,2025-06-09,2026-01-28,2026,Q1,Jan,2935349,1839012,81,71,39.199065,-105.11918
REC-0466,Compliance Readiness 278,Operations,West,Operations,Alex Chen,In Progress,Medium,2026-12-02,2027-01-16,2027,Q1,Jan,2557479,2072398,44,38,41.584937,-87.257656
REC-0467,Inventory Accuracy 874,Operations,Central,Customer Success,Owen Davis,In Progress,Medium,2026-01-01,2026-08-04,2026,Q3,Aug,1808737,1781838,34,37,41.837911,-87.249768
REC-0468,Risk Control Review 491,Compliance,North,Facilities,Avery Johnson,Completed,Low,2025-04-03,2025-09-18,2025,Q3,Sep,1720290,1359691,98,1,30.020995,-95.32875
REC-0469,Inventory Accuracy 905,Finance,North,IT,Taylor Brooks,Pending Review,Medium,2025-03-07,2025-07-13,2025,Q3,Jul,251543,188551,74,40,39.985791,-105.394795
REC-0470,Executive Reporting 870,Compliance,Central,Customer Success,Riley Patel,In Progress,Medium,2026-06-24,2026-07-08,2026,Q3,Jul,1073037,1033681,48,33,41.044956,-73.467263
REC-0471,Data Quality Program 340,Workforce,North,Customer Success,Nina Torres,In Progress,Medium,2026-01-20,2026-08-18,2026,Q3,Aug,1633770,867020,43,24,42.002773,-87.476364
REC-0472,Asset Lifecycle Review 205,Digital,East,Operations,Nina Torres,Completed,Critical,2025-10-06,2026-01-30,2026,Q1,Jan,3323290,2805130,94,30,33.842759,-83.864934
REC-0473,Asset Lifecycle Review 370,Finance,West,Customer Success,Jamie Kim,In Progress,Low,2025-09-23,2026-01-20,2026,Q1,Jan,785386,729011,51,51,42.194981,-88.157785
REC-0474,Operational Cost Reduction 871,Workforce,Central,Analytics,Sam Rivera,Completed,Medium,2025-08-15,2026-01-14,2026,Q1,Jan,1357998,786249,97,18,25.273965,-80.621487
REC-0475,Operational Cost Reduction 792,Operations,Central,Operations,Owen Davis,On Hold,High,2025-09-12,2026-01-29,2026,Q1,Jan,1928541,1494593,10,96,39.215097,-104.945022
REC-0476,Risk Control Review 560,Infrastructure,Central,Customer Success,Morgan Lee,In Progress,Low,2025-12-12,2026-08-15,2026,Q3,Aug,2877385,2232985,73,11,40.564284,-74.514719
REC-0477,Asset Lifecycle Review 805,Infrastructure,South,Finance,Riley Patel,In Progress,Medium,2026-03-26,2026-05-06,2026,Q2,May,440736,326844,49,41,40.973769,-74.228666
REC-0478,Contract Renewal 142,Compliance,North,HR,Casey Nguyen,At Risk,High,2025-05-05,2026-02-03,2026,Q1,Feb,2447117,2786456,28,100,41.87184,-87.144977
REC-0479,Mobile Workflow 800,Supply Chain,West,HR,Sam Rivera,In Progress,Medium,2025-03-06,2025-09-18,2025,Q3,Sep,1196960,1046647,29,60,40.136403,-105.506205
REC-0480,Process Standardization 462,Customer,North,Analytics,Taylor Brooks,Pending Review,Medium,2025-04-20,2025-06-26,2025,Q2,Jun,1799490,821299,67,70,40.005381,-105.330405
REC-0481,Process Standardization 646,Workforce,East,Operations,Jordan Smith,On Hold,High,2026-05-04,2026-07-12,2026,Q3,Jul,1335373,885273,31,62,42.378176,-87.452244
REC-0482,Mobile Workflow 773,Customer,North,Procurement,Owen Davis,Completed,High,2026-06-23,2026-12-21,2026,Q4,Dec,3157480,3352327,100,19,34.550304,-117.827265
REC-0483,Customer Portal Upgrade 495,Infrastructure,North,Facilities,Riley Patel,Completed,Medium,2025-08-18,2026-02-08,2026,Q1,Feb,34139,28977,90,1,30.302525,-95.297125
REC-0484,Contract Renewal 746,Digital,North,IT,Owen Davis,Not Started,High,2025-02-21,2025-10-18,2025,Q4,Oct,550505,563007,11,72,40.506528,-74.176137
REC-0485,Compliance Readiness 631,Digital,Central,HR,Avery Johnson,Not Started,Critical,2025-04-27,2025-08-16,2025,Q3,Aug,865875,608744,12,67,47.945202,-121.989173
REC-0486,Inventory Accuracy 900,Compliance,Central,Operations,Taylor Brooks,In Progress,Low,2025-09-27,2026-06-11,2026,Q2,Jun,2570562,2054902,54,61,41.428452,-87.839208
REC-0487,Risk Control Review 322,Workforce,North,Facilities,Casey Nguyen,In Progress,Medium,2025-07-07,2025-11-18,2025,Q4,Nov,2179471,1152421,21,75,33.911035,-84.873389
REC-0488,Mobile Workflow 737,Digital,North,Facilities,Morgan Lee,Completed,Medium,2025-12-20,2026-07-07,2026,Q3,Jul,577752,321718,90,3,42.223198,-87.912643
REC-0489,Vendor Performance 671,Digital,North,IT,Taylor Brooks,In Progress,High,2025-01-02,2025-08-12,2025,Q3,Aug,1158060,1134967,57,52,40.909345,-73.93964
REC-0490,SLA Recovery Plan 878,Infrastructure,West,Operations,Jamie Kim,Completed,Low,2026-07-30,2027-03-13,2027,Q1,Mar,1135832,1108051,93,7,42.383308,-87.333839
REC-0491,Customer Portal Upgrade 147,Compliance,North,Analytics,Riley Patel,In Progress,High,2026-02-14,2026-08-29,2026,Q3,Aug,654383,667332,29,74,26.244091,-80.398701
REC-0492,Operational Cost Reduction 794,Digital,West,Customer Success,Jamie Kim,Completed,Medium,2025-09-10,2026-02-23,2026,Q1,Feb,1929585,1380953,97,13,41.758112,-87.944193
REC-0493,SLA Recovery Plan 469,Finance,Central,Procurement,Morgan Lee,Completed,High,2026-09-03,2026-12-26,2026,Q4,Dec,3102991,3361814,100,32,25.392932,-80.394131
REC-0494,Contract Renewal 527,Infrastructure,North,Facilities,Taylor Brooks,At Risk,Medium,2026-06-21,2027-01-01,2027,Q1,Jan,3419035,4252010,64,82,40.492192,-73.541981
REC-0495,SLA Recovery Plan 945,Operations,South,Legal,Jordan Smith,At Risk,Medium,2026-05-20,2027-02-02,2027,Q1,Feb,2979983,2904759,66,77,33.518827,-84.666774
REC-0496,Revenue Leakage Review 790,Finance,South,Operations,Priya Shah,In Progress,Low,2025-03-03,2025-05-17,2025,Q2,May,2043115,1492625,29,52,40.909471,-74.463544
REC-0497,Compliance Readiness 632,Infrastructure,South,Operations,Riley Patel,Completed,Low,2025-02-09,2025-06-12,2025,Q2,Jun,525547,330086,94,1,25.901905,-79.761451
REC-0498,Compliance Readiness 546,Customer,Central,Legal,Taylor Brooks,In Progress,Medium,2025-09-17,2026-04-16,2026,Q2,Apr,442411,374300,22,50,42.036474,-87.343479
REC-0499,Facility Modernization 286,Supply Chain,West,Analytics,Jordan Smith,On Hold,Low,2025-04-28,2025-06-07,2025,Q2,Jun,2468708,1685125,39,81,41.128411,-74.132063
REC-0500,Data Quality Program 330,Digital,North,Legal,Nina Torres,In Progress,High,2026-05-14,2026-11-20,2026,Q4,Nov,1195452,1231236,74,44,39.444036,-104.475764
REC-0501,Invoice Automation 945,Supply Chain,East,Customer Success,Nina Torres,Pending Review,High,2026-12-01,2027-05-07,2027,Q2,May,1815254,1629487,91,53,34.01495,-83.883635
REC-0502,Procurement Cycle Reduction 662,Infrastructure,Central,Facilities,Jamie Kim,Not Started,High,2026-05-19,2026-12-21,2026,Q4,Dec,1395987,1331615,11,51,34.037279,-118.227816
REC-0503,Customer Portal Upgrade 225,Infrastructure,South,Customer Success,Jamie Kim,On Hold,Medium,2025-08-04,2026-03-15,2026,Q1,Mar,1844881,1471388,68,73,29.709958,-95.252183
REC-0504,Compliance Readiness 283,Infrastructure,East,Operations,Casey Nguyen,Pending Review,Low,2026-07-04,2027-03-21,2027,Q1,Mar,1330841,655454,75,51,34.104877,-84.917819
REC-0505,Service Response Improvement 311,Supply Chain,South,Operations,Riley Patel,Not Started,Medium,2025-12-05,2026-04-24,2026,Q2,Apr,899442,588246,5,42,25.684266,-80.249979
REC-0506,Data Quality Program 963,Operations,East,Analytics,Morgan Lee,On Hold,Medium,2025-09-03,2025-12-25,2025,Q4,Dec,798016,553705,42,90,42.147406,-87.848587
REC-0507,Asset Lifecycle Review 492,Customer,South,IT,Morgan Lee,Pending Review,Medium,2026-08-22,2027-02-09,2027,Q1,Feb,599128,394972,89,38,29.99378,-95.017089
REC-0508,Procurement Cycle Reduction 550,Operations,East,Procurement,Jordan Smith,Completed,High,2026-06-14,2026-07-12,2026,Q3,Jul,1715763,1210828,95,22,40.513168,-73.978163
REC-0509,Mobile Workflow 292,Supply Chain,West,Procurement,Priya Shah,In Progress,Medium,2025-05-29,2025-08-27,2025,Q3,Aug,2766051,1934544,43,29,33.686039,-117.925074
REC-0510,Workforce Planning 303,Operations,North,Customer Success,Casey Nguyen,Completed,High,2025-11-19,2026-07-01,2026,Q3,Jul,308769,207149,96,39,40.074118,-104.74445
REC-0511,Vendor Performance 234,Operations,South,Operations,Morgan Lee,On Hold,Medium,2025-12-25,2026-03-04,2026,Q1,Mar,1136532,1189619,38,71,25.828101,-80.224306
REC-0512,Risk Control Review 927,Operations,East,Operations,Sam Rivera,In Progress,High,2025-12-06,2026-05-27,2026,Q2,May,2186687,2313262,57,71,25.994743,-80.730404
REC-0513,Operational Cost Reduction 971,Workforce,South,IT,Morgan Lee,In Progress,Medium,2026-07-26,2026-12-03,2026,Q4,Dec,3038336,2876320,24,31,40.965069,-74.000368
REC-0514,Revenue Leakage Review 704,Customer,East,IT,Riley Patel,In Progress,Medium,2025-05-17,2025-07-24,2025,Q3,Jul,3136276,1972834,40,59,41.704942,-87.1457
REC-0515,Revenue Leakage Review 805,Digital,Central,Operations,Casey Nguyen,In Progress,High,2026-10-29,2027-03-05,2027,Q1,Mar,384796,305390,37,60,25.81776,-80.305591
